VannforekomstID;Vannforekomstnavn;Vanntype;Nasjonal vanntype;Interkalibreringstype;Økoregion kyst;Kysttype;Salinitet;Tidevann;Bølgeeksponering;Miksing i vannsøylen;Oppholdstid;Strømhastighet;Vannregionkoordinator;Vannregion;Vannområde;VassdragsområdeID;Vassdragsområde;Endret dato
0403040500-2-C;Straumfjordnes - Straumfjorden;CB7413123;;Not applicable;Barentshavet;Strømrikt sund;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Blandet;Moderat (uker);Sterk (> 3 knop);Troms og Finnmark FK;Troms og Finnmark;Nordreisa - Kvænangen;208;REISAVASSDRAGET/REISAFJORDEN;6/26/2012 9:51:47 AM
0403040600-C;Oksfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Nordreisa - Kvænangen;208;REISAVASSDRAGET/REISAFJORDEN;01/01/2005 00:00
0403040700-C;Burfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Nordreisa - Kvænangen;210;STORELVA/KVÆNANGEN NORD;01/01/2005 00:00
0403040800-1-C;Isfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Nordreisa - Kvænangen;210;STORELVA/KVÆNANGEN NORD;8/19/2015 11:17:49 AM
0403040800-2-C;Jøkelfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Nordreisa - Kvænangen;210;STORELVA/KVÆNANGEN NORD;01/09/2020 14:34
0403040900-C;Olderfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Nordreisa - Kvænangen;210;STORELVA/KVÆNANGEN NORD;01/01/2005 00:00
0420000030-2-C;Mevær havn - Loppa øy;CB1511112;B1;Not applicable;Barentshavet;Åpen eksponert kyst;Euhalin (> 30);Middels (1-5 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/21/2018 1:11:51 PM
0420000030-3-C;Lopphavet;CB1511112;B1;Not applicable;Barentshavet;Åpen eksponert kyst;Euhalin (> 30);Middels (1-5 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;8/15/2018 1:13:02 PM
0420000030-4-C;Bukt nord for Bjørndalen;CB1511112;B1;Not applicable;Barentshavet;Åpen eksponert kyst;Euhalin (> 30);Middels (1-5 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;10/01/2012 15:37
0420000031-C;Trombak - Tarhalsen;CB1511112;B1;Not applicable;Barentshavet;Åpen eksponert kyst;Euhalin (> 30);Middels (1-5 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/19/2018 9:33:29 AM
0420010100-C;Frakkfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/14/2018 9:25:06 AM
0420010200-1-C;Sandland havn;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/21/2018 1:18:46 PM
0420010200-2-C;Sandlandsfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/21/2018 1:15:35 PM
0420010300-C;Langfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/21/2018 1:32:55 PM
0420010400-C;Bergsfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/21/2018 1:28:38 PM
0420020100-10-C;Sørøysundet;CB2512112;B2;Not applicable;Barentshavet;Moderat eksponert kyst;Euhalin (> 30);Middels (1-5 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/19/2018 9:41:35 AM
0420020100-2-C;Trollvika;CB2512112;B2;Not applicable;Barentshavet;Moderat eksponert kyst;Euhalin (> 30);Middels (1-5 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/19/2018 9:44:23 AM
0420020100-8-C;Rypklubben;CB2512112;B2;Not applicable;Barentshavet;Moderat eksponert kyst;Euhalin (> 30);Middels (1-5 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;217;KVALØYA;12/19/2018 9:48:51 AM
0420020200-C;Ullsfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;11/21/2018 1:41:38 PM
0420020300-C;Nuvsfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/19/2018 9:56:32 AM
0420020400-C;Sørfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;214;STJERNØYA;12/19/2018 9:58:32 AM
0420020500-C;Nordfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;214;STJERNØYA;12/19/2018 9:58:03 AM
0420020600-C;Smalfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;214;STJERNØYA;12/19/2018 9:59:54 AM
0420020700-C;Lille Kjerringfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;214;STJERNØYA;12/19/2018 1:41:07 PM
0420020800-C;Store Kjerringfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;214;STJERNØYA;12/19/2018 1:42:14 PM
0420020900-C;Bårdfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;215;SEILAND;12/19/2018 1:43:28 PM
0420021000-C;Skreifjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;215;SEILAND;12/19/2018 1:44:27 PM
0420021100-C;Jøfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;215;SEILAND;12/19/2018 1:46:23 PM
0420021201-C;Eidvågen;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;215;SEILAND;12/19/2018 1:48:36 PM
0420021202-1-C;Vinnasundet;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;215;SEILAND;12/19/2018 1:59:51 PM
0420021202-2-C;Hønsebyfjorden - Njiŋŋevuotna;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;215;SEILAND;12/19/2018 2:00:50 PM
0420021300-C;Hammerfest Havn;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;217;KVALØYA;12/19/2018 2:04:03 PM
0420021400-C;Akkarfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 9:31:32 AM
0420021500-C;Skippernesfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 10:09:08 AM
0420021600-C;Langstrandfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 10:09:58 AM
0420021700-C;Slettnes;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 10:23:58 AM
0420021800-C;Hamnefjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 10:42:34 AM
0420021900-C;Husfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 10:56:56 AM
0420022000-C;Komagfjordbotn;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:00:01 PM
0420022100-C;Straumen;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:01:05 PM
0420022200-C;Kobbefjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:02:00 PM
0420022300-C;Øyfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:02:54 PM
0420022400-C;Kipparfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:04:00 PM
0420022500-C;Meltefjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:04:55 PM
0420022600-C;Hasfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:08:51 PM
0420022700-C;Hasvik;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;216;SØRØYA;12/20/2018 1:10:50 PM
0420030101-2-C;Øksfjorden-midtre;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:13:42 PM
0420030101-3-C;Vassdalsbotn;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:15:16 PM
0420030101-4-C;Øksfjorden-ytre;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:17:55 PM
0420030102-1-C;Øksfjordbotn;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:18:44 PM
0420030102-2-C;Øksfjorden indre;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;06/06/2018 12:40
0420030200-1-C;Lillebukta - Ytre Simavik;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;214;STJERNØYA;10/17/2012 11:22:27 AM
0420030200-5-C;Stjernsundet deponi;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:44:41 PM
0420030200-7-C;Stjernsundet ;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:48:11 PM
0420030300-2-C;Altafjorden-ytre;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;213;REPPARFJORDVASSDRAGET/VARGSUNDET OG SAMMELSUND;12/20/2018 1:49:20 PM
0420030300-4-C;Hjemmeluft, Bossekop og Tollevika;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;12/20/2018 1:50:30 PM
0420030300-5-C;Talvikbukta;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;12/20/2018 1:51:32 PM
0420030300-6-C;Altafjorden-indre;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;12/20/2018 1:55:07 PM
0420030401-2-C;Langfjordbotn;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;12/20/2018 1:56:18 PM
0420030401-3-C;Tappeluft;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;01/02/2019 12:09
0420030401-4-C;Langfjorden-indre;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;01/02/2019 12:07
0420030402-C;Langfjorden-ytre;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;211;LOPPA KOMMUNE OG LANGFJORDEN;01/02/2019 12:11
0420030501-1-C;Kåfjord - indre;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;01/02/2019 12:14
0420030501-2-C;Kåfjordbotn;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;01/02/2019 12:16
0420030502-C;Kåfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;01/02/2019 12:18
0420030600-2-C;Rafsbotn;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;01/02/2019 12:19
0420030600-3-C;Russeluft;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;01/02/2019 12:21
0420030600-5-C;Bukta og utløpet til Altaelva;CB4413222;B4;Not applicable;Barentshavet;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Alta, Kautokeino, Loppa og Stjernøya;212;ALTAVASSDRAGET/ALTAFJORDEN;1/13/2020 2:54:50 PM
0420030700-C;Leirbotnen;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;213;REPPARFJORDVASSDRAGET/VARGSUNDET OG SAMMELSUND;01/02/2019 12:24
0420030800-C;Skillefjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;213;REPPARFJORDVASSDRAGET/VARGSUNDET OG SAMMELSUND;01/02/2019 12:25
0420030900-C;Korsfjorden;CB3513222;B3;Not applicable;Barentshavet;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Troms og Finnmark FK;Troms og Finnmark;Sørøya/Seiland/Kvaløya med innland;213;REPPARFJORDVASSDRAGET/VARGSUNDET OG SAMMELSUND;01/02/2019 12:27
